PK_Employé,Matricule,Qualité,Genre,Age,Pays de naissance,Ville de naissance,Situation familiale,Nombre de personnes à charge,Nombre de personnes à charge.1,Nombre d'enfants SFT,Etablissement,Code-Département,Code-Unité organisationnelle,Poste,Code-Classification,Code-Qualification,Expérience en Année,Code-Niveau d'expérience,Code-Type de contrat,Type de temps contractuel,Heures de présence / jour,Heures de présence / semaine,Heures de présence / mois,Hérité de l'affectation,Type d'affectation,Type de rattachement,Type travail,Etat de la mobilité,Pourcentage d'affectation,Pourcentage d'affectation budgeté,NbAbsencesTotaleParEmployé,TauxAbsenteisme,Droits Congés Payés,Note globale,Rubrique,Montant de l'augmentation,Taux d'augmentation,Motif d'augmentation,Montant du salaire,Situation
5590,930DATA077,Mr.,Masculin,28,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00001059,Responsable D'Équipe,CAS,A2,1,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,16,0.05925925925925926,"1,5 jours par mois",-99,SBM,0,0,Non défini,6314.68,Actif
5591,930DATAM00,Mme.,Féminin,33,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,PRO,P00000264,Conseiller Digital,EMP,E2,7,J03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,244,0.1291005291005291,"1,5 jours par mois",88,SBM,360,11.111,Non défini,3600,Actif
5592,931DATA076,Mr.,Masculin,29,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,16,0.05925925925925926,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5593,931DATAE21,Mr.,Masculin,39,Maroc,MAR,Marié(e),0,0,0,MA-TAC,PRO,P00000557,Responsable D'Équipe,CAS,A2,15,C01,DI,temps plein,0,42,180,1,1,Administratif,Sur site,Locale,100,100,181,0.04469135802469136,"1,5 jours par mois",-99,SBM,920.28,12.001,Campagne Augmentat,8588.39,Actif
5594,932DATA004,Mme.,Féminin,43,Maroc,MAR,Marié(e),0,0,0,MA-Cns,SPR,MAR0115,Rqf Site,CAS,A2,18,S01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,415,0.08539094650205761,"1,5 jours par mois",122,SBM,666,6,Campagne Augmentat,11766,Actif
5595,932DATA033,Mr.,Masculin,31,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,SPR,QM MAR8,Contrôleur Qualité,EMP,E3,9,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,223,0.09176954732510288,"1,5 jours par mois",106,SBM,250,4.348,Campagne Augmentat,6000,Actif
5596,932DATA036,Mme.,Féminin,31,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,PRO,P00000643,Conseiller Commercial,EMP,E2,8,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,153,0.07083333333333333,"1,5 jours par mois",81,SBM,250,5.556,Campagne Augmentat,4750,Actif
5597,932DATA039,Mr.,Masculin,47,Maroc,CASABLANCA,Célibataire,0,0,0,MA-ABD,PRO,P00000834,Conseilleur Technique,EMP,E2,7,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,137,0.07248677248677249,"1,5 jours par mois",94,SBM,250,5.556,Campagne Augmentat,4750,Actif
5598,932DATA060,Mme.,Féminin,29,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000526,Conseiller Commercial,EMP,E2,5,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,79,0.05851851851851852,"1,5 jours par mois",-99,SBM,180,4.681,Campagne Augmentat,4025,Actif
5599,932DATA068,Mr.,Masculin,41,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000560,Conseiller Commercial,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,39,0.04814814814814815,"1,5 jours par mois",-99,SBM,162,4.681,Non défini,3622.5,Actif
5600,932DATA076,Mme.,Féminin,25,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,14,0.05185185185185185,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5601,933DATA032,Mr.,Masculin,33,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000886,Responsable D'Équipe,CAS,A2,10,J01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,166,0.061481481481481484,"1,5 jours par mois",111,SBM,1350,25.714,Titularisation,6600,Actif
5602,933DATA041,Mme.,Féminin,37,Maroc,RABAT,Marié(e),0,0,0,MA-Cns,SPR,QM MAR15,Contrôleur Qualité,EMP,E3,7,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,115,0.06084656084656084,"1,5 jours par mois",102,SBM,250,4.348,Campagne Augmentat,6000,Actif
5603,933DATA068,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,58,0.07160493827160494,"1,5 jours par mois",-99,SBM,162,4.681,Non défini,3622.5,Actif
5604,933DATA069,Mme.,Féminin,30,Sénégal,SEN,Marié(e),0,0,0,MA-HASSANE2,PRO,P00000831,Conseiller Commercial,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,291,0.3592592592592593,"1,5 jours par mois",-99,SBM,81,2.054,Campagne Augmentat,4025,Actif
5605,933DATAM00,Mme.,Féminin,32,Maroc,CASABLANCA,Marié(e),0,0,0,MA-MKS,PRO,P00000056,Chargé De Clientèle,EMP,E2,8,C01,DI,temps plein,0,39.57,192,1,1,Administratif,Sur site,Locale,100,100,331,0.14366319444444445,"1,5 jours par mois",73,SBM,52.92,1.384,Mutation,3877.92,Actif
5606,934DATA034,Mr.,Masculin,31,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,PRO,P00000562,Responsable D'Équipe,CAS,A2,9,J01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,151,0.06213991769547325,"1,5 jours par mois",113,SBM,1850,38.947,Titularisation,6600,Actif
5607,934DATA039,Mme.,Féminin,56,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Znt,PRO,DOP3143,Chargé De Clientèle,EMP,E2,7,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,163,0.08624338624338625,"1,5 jours par mois",93,SBM,250,5.882,Non défini,4500,Actif
5608,934DATA041,Mme.,Féminin,35,Maroc,RABAT,Marié(e),0,0,0,MA-Cns,SPR,QM MAR17,Contrôleur Qualité,EMP,E3,7,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,168,0.08888888888888889,"1,5 jours par mois",100,SBM,250,4.348,Campagne Augmentat,6000,Actif
5609,934DATA059,Mme.,Féminin,49,Maroc,MAR,Marié(e),0,0,0,MA-HASSANE2,PRO,P00000296,Conseiller Commercial,EMP,E2,5,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,166,0.12296296296296297,"1,5 jours par mois",-99,SBM,260.21,5.97,Campagne Augmentat,4618.9,Actif
5610,934DATA064,Mme.,Féminin,24,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000577,Conseilleur Technique,EMP,E2,4,J02,AN,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,77,0.0712962962962963,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
5611,934DATA068,Mr.,Masculin,50,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000560,Conseiller Commercial,EMP,E2,3,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,77,0.09506172839506173,"1,5 jours par mois",-99,SBM,211.5,6.51,Campagne Augmentat,3460.5,Actif
5612,934DATA069,Mr.,Masculin,31,Sénégal,SEN,Célibataire,0,0,0,MA-HASSANE2,PRO,P00000882,Conseiller Commercial,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,36,0.044444444444444446,"1,5 jours par mois",-99,SBM,184.41,4.676,Campagne Augmentat,4128.41,Actif
5613,934DATA076,Mme.,Féminin,25,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,12,0.044444444444444446,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5614,934DATAE20,Mlle,Féminin,53,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000887,Responsable D'Équipe,CAS,A2,20,C02,DI,temps plein,0,42,180,1,1,Administratif,Sur site,Locale,100,100,227,0.04203703703703704,"1,5 jours par mois",97,SBM,500,5.952,Campagne Augmentat,8900,Actif
5615,935DATA031,Mr.,Masculin,45,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,PRO,P00000959,Chargé De Clientèle,EMP,E2,6,J03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,152,0.09382716049382717,"1,5 jours par mois",94,SBM,180,4.681,Campagne Augmentat,4025,Actif
5616,935DATA063,Mr.,Masculin,28,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000555,Chargé De Clientèle,EMP,E2,4,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,207,0.19166666666666668,"1,5 jours par mois",-99,SBM,225,5.59,Campagne Augmentat,4250,Actif
5617,935DATA068,Mr.,Masculin,26,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000560,Conseiller Commercial,EMP,E2,3,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,109,0.1345679012345679,"1,5 jours par mois",-99,SBM,0,0,Non défini,3249,Actif
5618,935DATA076,Mr.,Masculin,28,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,31,0.11481481481481481,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5619,935DATAM00,Mme.,Féminin,34,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,SPR,QM MAR11,Contrôleur Qualité,EMP,E3,8,C01,DI,temps plein,0,39.57,192,1,1,Administratif,Sur site,Locale,100,100,249,0.10807291666666667,"1,5 jours par mois",111,SBM,450,10,Campagne Augmentat,4950,Actif
5620,936DATA041,Mr.,Masculin,34,Maroc,RABAT,Célibataire,0,0,0,MA-Cns,SPR,QM MAR17,Contrôleur Qualité,EMP,E3,7,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,109,0.05767195767195767,"1,5 jours par mois",100,SBM,250,4.348,Campagne Augmentat,6000,Actif
5621,936DATA043,Mr.,Masculin,28,Maroc,MAR,Célibataire,0,0,0,MA-MKS,PRO,P00001175,Responsable D'Équipe,CAS,A2,6,J03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,90,0.05555555555555555,"1,5 jours par mois",89,SBM,302.5,4.692,Campagne Augmentat,6750,Actif
5622,936DATA068,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000134,Chargé De Clientèle,EMP,E2,3,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,83,0.10246913580246914,"1,5 jours par mois",-99,SBM,211.5,6.51,Campagne Augmentat,3460.5,Actif
5623,936DATA069,Mr.,Masculin,33,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,PRO,P00001217,Chargé De Clientèle,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,42,0.07777777777777778,"1,5 jours par mois",-99,SBM,180,4.681,Campagne Augmentat,4025,Actif
5624,936DATA076,Mr.,Masculin,29,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,17,0.06296296296296296,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5625,936DATAM00,Mr.,Masculin,41,Maroc,CASABLANCA,Célibataire,0,0,0,MA-Cns,PRO,P00000872,Conseiller Digital,EMP,E2,8,J03,DI,temps plein,0,39.57,192,1,1,Administratif,Sur site,Locale,100,100,150,0.06510416666666667,"1,5 jours par mois",97,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
5626,937DATA037,Mme.,Féminin,39,Sénégal,ZIGUINCHOR,Marié(e),0,0,0,MA-Cns,PRO,P00000268,Conseilleur Technique,EMP,E2,8,S01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,378,0.175,"1,5 jours par mois",103,SBM,250,5.263,Non défini,5000,Actif
5627,937DATA043,Mr.,Masculin,38,Maroc,MAR,Célibataire,0,0,0,MA-MKS,PRO,P00000560,Chargé De Clientèle,EMP,E2,1,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,57,0.2111111111111111,"1,5 jours par mois",-99,SBM,0,0,Non défini,3461,Actif
5628,937DATA059,Mr.,Masculin,27,Maroc,MAR,Marié(e),0,0,0,MA-HASSANE2,PRO,P00000293,Conseiller Commercial,EMP,E2,5,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,125,0.09259259259259259,"1,5 jours par mois",-99,SBM,260.21,5.97,Campagne Augmentat,4618.9,Actif
5629,937DATA066,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000653,Chargé De Clientèle,EMP,E2,3,C02,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,40,0.042735042735042736,"1,5 jours par mois",-99,SBM,250,5.882,Campagne Augmentat,4500,Actif
5630,937DATA071,Mme.,Féminin,28,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,PRO,P00000887,Conseilleur Technique,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,17,0.03148148148148148,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5631,937DATA076,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,18,0.06666666666666667,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5632,938DATA004,Mme.,Féminin,43,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000277,Chargé De Clientèle,EMP,E2,18,S03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,66,1036,0.21316872427983538,"1,5 jours par mois",94,SBM,250,4.762,Campagne Augmentat,5500,Actif
5633,938DATA066,Mme.,Féminin,30,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000653,Chargé De Clientèle,EMP,E2,3,C02,DI,temps plein,7.91,39.57,208,1,1,Administratif,Sur site,Locale,100,100,48,0.05128205128205128,"1,5 jours par mois",-99,SBM,250,5.882,Campagne Augmentat,4500,Actif
5634,938DATA068,Mr.,Masculin,28,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00001018,Conseiller Commercial,EMP,E1,3,S01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,68,0.08395061728395062,"1,5 jours par mois",-99,SBM,0,0,Non défini,3249,Actif
5635,939DATA032,Mr.,Masculin,42,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000268,Conseilleur Technique,EMP,E2,10,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,202,0.07481481481481482,"1,5 jours par mois",88,SBM,225,5.59,Campagne Augmentat,4250,Actif
5636,939DATA039,Mme.,Féminin,35,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,PRO,P00000326,Conseiller Commercial,EMP,E2,7,S01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,263,0.13915343915343914,"1,5 jours par mois",105,SBM,256.36,5.263,Campagne Augmentat,5127.28,Actif
5637,939DATA060,Mme.,Féminin,34,Maroc,MAR,Marié(e),0,0,0,MA-InTownProd,PRO,P00000841,Chargé De Clientèle,EMP,E2,5,S01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,320,0.23703703703703705,"1,5 jours par mois",-99,SBM,876.13,20.615,Campagne Augmentat,5126.13,Actif
5638,939DATA063,Mme.,Féminin,25,Maroc,MAR,Marié(e),0,0,0,MA-TAC,PRO,P00000135,Chargé De Clientèle,EMP,E2,4,C02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,29,0.026851851851851852,"1,5 jours par mois",-99,SBM,141.08,3.237,Non défini,4500,Actif
5639,939DATA071,Mr.,Masculin,41,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000886,Conseilleur Technique,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,25,0.046296296296296294,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5640,939DATA072,Mr.,Masculin,30,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000959,Conseiller Commercial,EMP,E2,1,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,14,0.05185185185185185,"1,5 jours par mois",-99,SBM,0,0,Non défini,3610,Actif
5641,940DATA064,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000577,Conseilleur Technique,EMP,E2,4,J03,AN,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,40,0.037037037037037035,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
5642,940DATA068,Mme.,Féminin,26,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000560,Conseiller Commercial,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,46,0.056790123456790124,"1,5 jours par mois",-99,SBM,162,4.681,Non défini,3622.5,Actif
5643,940DATA072,Mme.,Féminin,33,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000959,Conseiller Commercial,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,13,0.04814814814814815,"1,5 jours par mois",-99,SBM,235,6.51,Non défini,3845,Actif
5644,940DATA076,Mr.,Masculin,29,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,13,0.04814814814814815,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5645,941DATA039,Mme.,Féminin,34,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Znt,PRO,P00000526,Conseiller Commercial,EMP,E2,7,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,309,0.1634920634920635,"1,5 jours par mois",99,SBM,250,5.882,Campagne Augmentat,4500,Actif
5646,941DATA058,Mme.,Féminin,34,Sénégal,SEN,Marié(e),0,0,0,MA-Cns,PRO,P00000306,Conseilleur Technique,EMP,E2,5,J03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,324,0.24,"1,5 jours par mois",81,SBM,180,4.681,Campagne Augmentat,4025,Actif
5647,941DATA068,Mr.,Masculin,25,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000560,Conseiller Commercial,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,5,0.018518518518518517,"1,5 jours par mois",-99,SBM,0,0,Non défini,3461,Actif
5648,941DATA069,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,DOP3721,Conseiller Commercial,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,141,0.17407407407407408,"1,5 jours par mois",-99,SBM,162,4.681,Campagne Augmentat,3622.5,Actif
5649,941DATA076,Mr.,Masculin,23,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,11,0.040740740740740744,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
5650,942DATA035,Mr.,Masculin,35,Maroc,OUARZAZATE,Marié(e),0,0,0,MA-Cns,PRO,P00000268,Conseilleur Technique,EMP,E2,9,S01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,137,0.056378600823045265,"1,5 jours par mois",105,SBM,250,5.263,Non défini,5000,Actif
5651,942DATA037,Mr.,Masculin,36,Maroc,CASABLANCA,Célibataire,0,0,0,MA-Cns,PRO,P00000312,Conseiller Commercial,EMP,E2,8,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,158,0.07314814814814814,"1,5 jours par mois",108,SBM,250,5.556,Campagne Augmentat,4750,Actif
5652,942DATA039,Mme.,Féminin,33,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Znt,PRO,P00000276,Conseiller Commercial,EMP,E2,7,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,302,0.15978835978835979,"1,5 jours par mois",114,SBM,250,5.882,Campagne Augmentat,4500,Actif
5653,942DATA042,Mme.,Féminin,37,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,PRO,P00000968,Conseiller Commercial,EMP,E1,7,S02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,129,0.06825396825396825,"1,5 jours par mois",95,SBM,108.69,2.557,Mutation,4358.69,Actif
5654,942DATA044,Mme.,Féminin,28,Maroc,MAR,Marié(e),0,0,0,MA-Cns,ADM,DOP2479,Analyste Idp,EMP,E2,6,C01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,457,0.2820987654320988,"1,5 jours par mois",88,SBM,161.13,3,Campagne Augmentat,5532.13,Actif
5655,942DATA045,Mme.,Féminin,41,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000959,Chargé De Clientèle,EMP,E2,6,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,223,0.13765432098765432,"1,5 jours par mois",-99,SBM,250,5.882,Campagne Augmentat,4500,Actif
5656,942DATA068,Mme.,Féminin,27,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000560,Conseiller Commercial,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,41,0.050617283950617285,"1,5 jours par mois",-99,SBM,162,4.681,Non défini,3622.5,Actif
5657,942DATA071,Mme.,Féminin,31,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000831,Conseiller Commercial,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,11,0.020370370370370372,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5658,942DATA076,Mr.,Masculin,31,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,16,0.05925925925925926,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5659,943DATA004,Mlle,Féminin,43,Maroc,MAR,Célibataire,0,0,0,MA-Cns,SPR,G03030400,Intégration & Operations Manager,CAD,C1,18,C01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,670,0.1193019943019943,2 jours par mois,109,SBM,1613.95,11.279,Campagne Augmentat,15923.28,Actif
5660,943DATA057,Mr.,Masculin,41,Sénégal,SEN,Célibataire,0,0,0,MA-HASSANE2,PRO,P00000061,Conseiller Commercial,EMP,E2,5,C02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,80,0.05925925925925926,"1,5 jours par mois",96,SBM,114.8,2.551,Campagne Augmentat,4614.8,Actif
5661,943DATA069,Mr.,Masculin,34,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,DOP3721,Conseiller Commercial,EMP,E2,3,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,32,0.03950617283950617,"1,5 jours par mois",-99,SBM,202.5,5.59,Non défini,3825,Actif
5662,943DATA071,Mme.,Féminin,23,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000831,Conseiller Commercial,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,48,0.08888888888888889,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5663,943DATA076,Mr.,Masculin,42,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000976,Chargé De Clientèle,EMP,E2,1,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,21,0.07777777777777778,"1,5 jours par mois",-99,SBM,180,4.681,Non défini,4025,Actif
5664,943DATAM00,Mme.,Féminin,36,Maroc,CASABLANCA,Marié(e),0,0,0,MA-MKS,PRO,P00000056,Chargé De Clientèle,EMP,E2,8,J03,DI,temps plein,0,39.57,192,1,1,Administratif,Sur site,Locale,100,100,387,0.16796875,"1,5 jours par mois",79,SBM,47.94,1.323,Mutation,3670.44,Actif
5665,944DATA000,Mlle,Féminin,55,Maroc,CASABLANCA,Divorcé(e),0,0,0,MA-Cns,PRO,P00000277,Chargé De Clientèle,EMP,E2,14,S02,DI,temps plein,7.5,39.57,180,1,1,Administratif,Sur site,Locale,100,100,381,0.1007936507936508,"1,5 jours par mois",100,SBM,250,5,Non défini,5250,Actif
5666,944DATA037,Mme.,Féminin,32,Maroc,CASABLANCA,Marié(e),0,0,0,MA-Cns,PRO,P00000312,Conseiller Commercial,EMP,E2,8,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,130,0.06018518518518518,"1,5 jours par mois",109,SBM,250,5.556,Campagne Augmentat,4750,Actif
5667,944DATA060,Mr.,Masculin,27,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,PRO,P00000324,Conseiller Commercial,EMP,E2,5,C01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,97,0.07185185185185185,"1,5 jours par mois",-99,SBM,225,5.59,Campagne Augmentat,4250,Actif
5668,944DATA076,Mr.,Masculin,22,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,32,0.11851851851851852,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
